category,product_description,review_date,review_rating,review_title,review_text,verified_purchase,sentiment,length,similarity,deviation,label
Personal Care,Dove Maximum Protection Original Clean Anti-perspirant Cream Stick 45ml,1/20/2019,4,Smells amazing but leaves a stubborn waxy residue,"I love the scent, smells somewhat like baby powder, and feminine. I’m not sure how much it keeps perspiration off as I sweat a lot while dancing, but it does keep smell at bay. I love it, but wished it doesn’t leave that horrible waxy residue hard to remove in the shower.",True,0.4353,63,0.024265229079471817,0.833333333333333,Genuine
Foods,Pot Noodle  Chicken & Mushroom King Pot 114g,1/20/2019,5,Worth the price you pay,Perfect for a quick snack. Brilliant to no my cupboards are stocked,True,0.743,13,0.007180242660145785,0.33333333333333304,Genuine
Personal Care,Dove  Original Beauty Cream Bar 4 x 100g,1/20/2019,5,My soap of choice,I love this soap. It leaves my skin feeling smooth and moisturised: I don't use any other product.,True,0.6908,22,0.042471598951508795,0.0,Genuine
Personal Care,Lynx  Black Shower Gel 400ml,1/20/2019,5,What can one say,Met usually Lynx standards,True,0.0,4,0.0028929728487450596,0.17647058823529438,Fake
Homecare,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,1/20/2019,5,Fresh,Smells really fresh,True,0.3804,3,0.030681527211035408,0.3488372093023253,Fake
Homecare,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,1/20/2019,5,Lovely smell and value.,"I signed up for a subscription as such great value. The most wonderful smell, that lasts for ages! Never had a fabric conditioner that compares.",True,0.8953,29,0.029413945794118483,0.3636363636363633,Genuine
Homecare,Comfort  Strawberry & Lily Fabric Conditioner 33 Wash,1/20/2019,5,Lovely smell and value.,"I signed up for a subscription as such great value. The most wonderful smell, that lasts for ages! Never had a fabric conditioner that compares.",True,0.8953,29,0.029413945794118483,0.2631578947368425,Genuine
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,1/20/2019,5,Fresh,Smells really fresh,True,0.3804,3,0.030681527211035408,0.2727272727272725,Fake
Homecare,Comfort  Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,1/20/2019,5,Lovely smell and value.,"I signed up for a subscription as such great value. The most wonderful smell, that lasts for ages! Never had a fabric conditioner that compares.",True,0.8953,29,0.029413945794118483,0.36842105263157876,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/20/2019,5,Great value,Great value,True,0.7579,2,0.0609742067784455,0.6190476190476186,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/20/2019,5,Great value,Great value,True,0.7579,2,0.0609742067784455,0.5,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/20/2019,5,Great value,Great value,True,0.7579,2,0.0609742067784455,0.5555555555555554,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/20/2019,5,Great value,Great value,True,0.7579,2,0.0609742067784455,0.4920634920634921,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/20/2019,5,Great value,Great value,True,0.7579,2,0.0609742067784455,0.5714285714285712,Fake
Personal Care,Dove Liquid Beauty Cream Wash Handwash 250ml,1/21/2019,5,Good handwash,"Smells nice, creamy texture and doeant dry our your hands. I will be buying again.",False,0.4215,18,0.018499166680450953,1.0,Fake
Personal Care,Simple Kind To Skin Replenishing Rich Moisturiser 125ml,1/21/2019,1,Terrible. What have they changed???,"I used this product for literally 10 years, now they've changed something and it is irritating my skin, a slight burning sensation. Why on earth would they change a perfect product. Please go back to the old one.",False,0.4588,44,0.021552817443787637,1.7142857142857144,Fake
Personal Care,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,1/21/2019,5,Vaseline body cream,smells divine so easy to use glides on skin skin feels so soft and luxurious with every use no dry patches just smooth soft skin what smells divine well worth 5 stars it is one of my desert island product [This review was collected as part of a promotion.],False,0.9143,52,0.041142691521818285,0.515625,Fake
Homecare,Surf  Tropical Lily Washing Liquid 85 Wash 3L,1/21/2019,5,Smells like you’re on holiday :),"Smells aaaaaaaaamazing and fresh and great value for such a large bottle. Will last ages, cheaper than high st stores and I have RSI so can’t carry heavy shopping!",True,0.8439,34,0.022534243343502725,0.3461538461538458,Genuine
Personal Care,Lynx  Black Shower Gel 400ml,1/22/2019,5,Great value,Brill,True,0.0,1,0.0012445341401204689,0.17647058823529438,Fake
Personal Care,Lynx  Black Shower Gel 400ml,1/21/2019,5,Nice smell shower gel.,Nice smelling shower gel.,True,0.4215,5,0.020221641757762508,0.17647058823529438,Fake
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,1/21/2019,5,"It’s Comfort Fabric Softner, why wouldn’t you like it!","What’s not to love, it’s decent fabric softener with a nice fragrance.",True,-0.1451,18,0.02271264395488493,0.47058823529411775,Genuine
Homecare,Comfort  Sunshiny days Fabric Conditioner 85 Wash 3L,2/3/2019,5,my favourite,SMELLS NICE AND THE CLOTHES ARE NICE AND SOFT,True,0.6808,9,0.035780193442470624,0.0,Fake
Homecare,Comfort  Sunshiny days Fabric Conditioner 85 Wash 3L,1/30/2019,5,Comfort smells lovely,Love the smell of this comfort buy all the time would diffidently recommend leaves clothes smells so nice !,True,0.9258,19,0.043801281998318634,0.0,Genuine
Homecare,Comfort  Sunshiny days Fabric Conditioner 85 Wash 3L,1/27/2019,5,My favourite fabric softener,Smells amazing,False,0.5859,2,0.020797292338207554,0.0,Fake
Homecare,Comfort  Blue Skies Fabric Conditioner 85 Wash 3L,1/27/2019,5,Smells lovely,Smells nice keeps clothes smelling fresh,False,0.6249,6,0.03163545638602633,0.16666666666666696,Fake
Personal Care,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/26/2019,2,Doesn't smell good,It doesn't smell good and doesn't last for a long time :( had to order another product.,True,-0.6492,21,0.03915635092528852,2.394736842105263,Fake
Homecare,Comfort  Pure Fabric Conditioner 85 Wash 3L,1/27/2019,5,Easier to get,Cheaper to get than having to ask attends for them,False,0.0,10,0.0039666699555586365,0.5263157894736841,Fake
Personal Care,Sure Maximum Protection Clean Scent Cream Anti-Perspirant Deodorant 45ml,1/25/2019,5,Brilliant,Usually purchase at Costco but these are extremely good value would definitely recommend this,True,0.9393,14,0.030637462777296245,0.0,Genuine
Homecare,Domestos  15 Minute Sink & Pipe Unblocker 500ml,1/26/2019,1,Doesn’t work,"May as well just use plain water, it would do the same job, nothing",True,0.2732,16,0.016540906149428845,2.272727272727273,Fake
Foods,Maille  Dijon Original Mustard 540g,1/25/2019,5,Great size,Perfect flavour,True,0.5719,2,0.009271072453529039,0.0,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/27/2019,4,Ok,Ok,True,0.296,1,0.006962259394046682,0.8181818181818183,Fake
Homecare,Comfort  Sunshiny days Fabric Conditioner 85 Wash 3L,1/22/2019,5,10/10❤,Laundry,True,0.0,1,0.0029716900867647862,0.0,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/23/2019,5,Very good,Nice,True,0.4215,1,0.022654012953400186,0.18181818181818166,Fake
Personal Care,Tresemme  Moisture Rich Shampoo 900ml,1/22/2019,5,Quick delivery,Great value,True,0.7579,2,0.0609742067784455,0.40000000000000036,Fake
Personal Care,Tresemme  Moisture Rich Shampoo 900ml,1/26/2019,5,Perfect,Decent price. A lot cheaper than in store. Lasts ages too.,True,0.0,14,0.01626998298476997,0.40000000000000036,Genuine
Personal Care,Tresemme  Moisture Rich Shampoo 900ml,1/28/2019,5,,Nice  i will prefer to buy again,True,0.4215,7,0.022121475569165966,0.40000000000000036,Fake
Personal Care,Tresemme  Heat Defence Spray 300ml,1/28/2019,5,Hair product,Great for hair that is straightened,True,0.6249,6,0.02195060401112396,0.4146341463414638,Fake
Personal Care,Tresemme  Heat Defence Spray 300ml,1/23/2019,5,Brilliant value for money,Great product and great price too,True,0.8481,6,0.06596386746959106,0.4146341463414638,Fake
Foods,Hellmann's  Light Mayonnaise 800g,2/1/2019,5,Tasty,Does what it's supposed to,True,0.0,6,0.008212910533230781,1.3333333333333335,Fake
Foods,Pot Noodle  Original Curry Standard 90g,1/21/2019,4,"Yep, they are pot noodles...",They arrived and they're pot noodles. What more can I say?,True,0.0,14,0.006757149348391768,0.3333333333333335,Genuine
Personal Care,Lynx  Black Shower Gel 400ml,1/21/2019,5,Nice smell shower gel.,Nice smelling shower gel.,True,0.4215,5,0.020221641757762508,0.17647058823529438,Fake
Homecare,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,1/21/2019,1,This is a joke - 10-12 washes if you want prerformance,The recommended amount does not refresh the fabric and similar amount to the normal one needs to be used. Lucky if you get 10-12 washes from it.,True,0.5574,29,0.012537352232457069,3.6511627906976747,Fake
Homecare,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,1/21/2019,4,Nice product,Smell nice but justv2 hours:D,True,0.2263,7,0.01684394976451685,0.6363636363636367,Fake
Homecare,Comfort  Strawberry & Lily Fabric Conditioner 33 Wash,1/21/2019,4,Nice product,Smell nice but justv2 hours:D,True,0.2263,7,0.01684394976451685,0.7368421052631575,Fake
Homecare,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,1/21/2019,1,This is a joke - 10-12 washes if you want prerformance,The recommended amount does not refresh the fabric and similar amount to the normal one needs to be used. Lucky if you get 10-12 washes from it.,True,0.5574,29,0.012537352232457069,3.7272727272727275,Fake
Homecare,Comfort  Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,1/21/2019,4,Nice product,Smell nice but justv2 hours:D,True,0.2263,7,0.01684394976451685,0.6315789473684212,Fake
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/21/2019,1,Not as advertised,"Not happy with this product, £11 for 5lts it’s not concentrated and it’s says 45 washes not what was stated",True,-0.4585,25,0.01367641887473474,3.159090909090909,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/21/2019,1,Not as advertised,"Not happy with this product, £11 for 5lts it’s not concentrated and it’s says 45 washes not what was stated",True,-0.4585,25,0.01367641887473474,3.3888888888888893,Fake
Personal Care,Vaseline  Advanced Repair Body Lotion 400ml,1/22/2019,5,Amazing,I have very dry skin and this keeps me moisturised for so much longer than any other product,False,0.0,18,0.02731594910857011,0.0,Fake
Homecare,Comfort  Pure Fabric Conditioner 36 Wash 1.26L,1/22/2019,5,Nice scent,"I like this fabric softener. Have tried others, but I return to this one.",False,0.1901,17,0.011606004754866015,2.0,Fake
Foods,Marmite  Spread Yeast Extract 500g,1/22/2019,5,Splendid value for money,Gave one jar away as a gift and still have two huge jars of Marmite to survive Brexit with,True,0.6369,19,0.002992597388065902,0.17647058823529438,Genuine
Homecare,Comfort  Strawberry & Lily Fabric Conditioner 33 Wash,1/22/2019,5,Smells Divine,Smells Divine. Lovely and fresh Fragrance lasts thought the dryer cycle and into the clothing storage I like this one !,True,0.9098,22,0.01982257577563888,0.2631578947368425,Genuine
Homecare,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,1/22/2019,5,Smells Divine,Smells Divine. Lovely and fresh Fragrance lasts thought the dryer cycle and into the clothing storage I like this one !,True,0.9098,22,0.01982257577563888,0.3636363636363633,Genuine
Personal Care,Lynx  Black Shower Gel 400ml,1/22/2019,5,Great value,Brill,True,0.0,1,0.0012445341401204689,0.17647058823529438,Fake
Personal Care,Tresemme  Moisture Rich Shampoo 900ml,1/22/2019,5,Quick delivery,Great value,True,0.7579,2,0.0609742067784455,0.40000000000000036,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/22/2019,5,,"Good price, good washing pods",True,0.7003,6,0.04768398343036346,0.5,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/22/2019,5,,"Good price, good washing pods",True,0.7003,6,0.04768398343036346,0.5555555555555554,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/22/2019,5,,"Good price, good washing pods",True,0.7003,6,0.04768398343036346,0.6190476190476186,Fake
Homecare,Comfort  Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,1/22/2019,5,Smells Divine,Smells Divine. Lovely and fresh Fragrance lasts thought the dryer cycle and into the clothing storage I like this one !,True,0.9098,22,0.01982257577563888,0.36842105263157876,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/22/2019,5,,"Good price, good washing pods",True,0.7003,6,0.04768398343036346,0.5714285714285712,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/22/2019,5,,"Good price, good washing pods",True,0.7003,6,0.04768398343036346,0.4920634920634921,Fake
Personal Care,Simple Regeneration Age Resisting Night Cream 50ml,1/23/2019,5,Non greasy and good quality product.,"I found this cream very absorbing and non greasy for my oily skin . I felt comfort when applying it .I think it doing well in my skin.I loved it. As compared to expensive one,it is very cheap but good quality product for skin.",False,0.84,48,0.03343196999627694,1.0,Fake
Personal Care,Tresemme Keratin Smooth Heat Protection Spray 200ml,1/23/2019,5,Amazing,I have been through 5 bottles now this stuff is amazing for your hair i can2019t recommend this enough,False,0.743,19,0.017083305777031654,0.0,Fake
Refreshment,Magnum  Chocolate & Hazelnut Praline Ice Cream 3 x 90ml,1/26/2019,4,Very tempting,"Bought these as a treat for my children and I. We all loved them, they were very tasty and also filling. A treat for summer time or indoors in winter. Got them at a local supermarket, will be back for more. [This review was collected as part of a promotion.]",False,0.8519,59,0.01452383048315911,1.0,Fake
Personal Care,Simple Kind to Skin Eye Make-Up Remover 125ml,1/31/2019,1,mrs,what happened to your lovely cream eyemake up remover,False,0.5859,9,0.008858085420306477,1.2000000000000002,Fake
Personal Care,Dove  Original Beauty Cream Bar 4 x 100g,2/1/2019,5,"Dove beauty bar , pink","I was very sceptical about using this soap , but it\u2019s a little miracle ! From the first use on my face I could see a huge difference . Skin feels plump and moisturised , has a lovely glow . Now my daily staple ! Love it ! Thank you x",False,0.9753,51,0.02455151710249844,0.0,Fake
